transaction_id,card_id,vehicle_id,timestamp,location,merchant_type,amount,status,date
T746,C128,V228,2026-04-15 07:48:32.051300,Bangalore,fuel,2500.0,success,2026-04-15
T747,C114,V214,2026-04-16 16:46:32.051303,Chennai,toll,500.0,failed,2026-04-16
T748,C112,V212,2026-04-17 07:56:32.051307,Chennai,fuel,15000.0,failed,2026-04-17
T749,C147,V247,2026-04-14 08:00:32.051311,Mumbai,toll,200.0,failed,2026-04-14
T750,C137,V237,2026-04-16 01:22:32.051314,Bangalore,fuel,100.0,failed,2026-04-16
T751,C114,V214,2026-04-16 01:30:32.051318,Chennai,fuel,100.0,failed,2026-04-16
T752,C125,V225,2026-04-15 15:58:32.051321,Chennai,fuel,2500.0,failed,2026-04-15
T753,C142,V242,2026-04-18 06:48:32.051325,Bangalore,fuel,100.0,failed,2026-04-18
T754,C129,V229,2026-04-13 21:43:32.051328,Bangalore,toll,200.0,failed,2026-04-13
T756,C133,V233,2026-04-15 11:30:32.051335,Bangalore,toll,2500.0,success,2026-04-15
T757,C148,V248,2026-04-15 18:42:32.051339,Chennai,fuel,100.0,failed,2026-04-15
T759,C133,V233,2026-04-16 15:04:32.051346,Chennai,toll,2500.0,success,2026-04-16
T760,C118,V218,2026-04-17 13:42:32.051349,Chennai,fuel,100.0,failed,2026-04-17
T761,C124,V224,2026-04-17 03:08:32.051354,Mumbai,toll,200.0,failed,2026-04-17
T762,C106,V206,2026-04-15 10:03:32.051357,Chennai,toll,2500.0,success,2026-04-15
T764,C111,V211,2026-04-16 04:51:32.051364,Mumbai,fuel,5000.0,success,2026-04-16
T765,C132,V232,2026-04-19 01:33:32.051368,Mumbai,toll,100.0,failed,2026-04-19
T766,C141,V241,2026-04-15 09:46:32.051372,Mumbai,fuel,2500.0,success,2026-04-15
T767,C134,V234,2026-04-15 08:39:32.051375,Bangalore,fuel,200.0,success,2026-04-15
T768,C102,V202,2026-04-16 17:24:32.051379,Chennai,toll,2500.0,success,2026-04-16
T769,C140,V240,2026-04-15 23:26:32.051382,Mumbai,toll,200.0,success,2026-04-15
T770,C133,V233,2026-04-18 16:43:32.051386,Mumbai,fuel,100.0,success,2026-04-18
T771,C125,V225,2026-04-18 03:43:32.051389,Mumbai,toll,100.0,success,2026-04-18
T772,C110,V210,2026-04-17 15:59:32.051392,Chennai,toll,200.0,failed,2026-04-17
T773,C118,V218,2026-04-15 11:44:32.051396,Chennai,toll,2500.0,success,2026-04-15
T774,C102,V202,2026-04-12 16:55:32.051399,Mumbai,fuel,500.0,failed,2026-04-12
T775,C131,V231,2026-04-15 07:52:32.051402,Bangalore,fuel,200.0,success,2026-04-15
T776,C112,V212,2026-04-16 11:04:32.051406,Bangalore,toll,100.0,success,2026-04-16
T777,C116,V216,2026-04-16 16:27:32.051410,Bangalore,fuel,100.0,failed,2026-04-16
T778,C102,V202,2026-04-15 13:36:32.051413,Chennai,fuel,100.0,failed,2026-04-15
T780,C101,V201,2026-04-19 00:02:32.051420,Chennai,fuel,200.0,failed,2026-04-19
T781,C144,V244,2026-04-19 08:35:32.051423,Bangalore,toll,2500.0,success,2026-04-19
T783,C134,V234,2026-04-18 12:48:32.051431,Chennai,toll,500.0,success,2026-04-18
T784,C102,V202,2026-04-18 04:05:32.051434,Bangalore,toll,2500.0,success,2026-04-18
T785,C115,V215,2026-04-15 07:29:32.051437,Mumbai,fuel,5000.0,success,2026-04-15
T786,C109,V209,2026-04-13 03:52:32.051441,Bangalore,toll,200.0,success,2026-04-13
T787,C112,V212,2026-04-16 02:16:32.051445,Mumbai,toll,200.0,failed,2026-04-16
T788,C130,V230,2026-04-14 03:12:32.051449,Chennai,fuel,500.0,failed,2026-04-14
T791,C129,V229,2026-04-14 07:27:32.051459,Bangalore,fuel,100.0,success,2026-04-14
T792,C134,V234,2026-04-16 10:31:32.051463,Mumbai,fuel,100.0,failed,2026-04-16
T793,C128,V228,2026-04-18 07:12:32.051466,Chennai,fuel,200.0,failed,2026-04-18
T794,C101,V201,2026-04-17 09:44:32.051470,Mumbai,toll,2500.0,success,2026-04-17
T796,C111,V211,2026-04-17 17:40:32.051477,Chennai,toll,100.0,success,2026-04-17
T797,C149,V249,2026-04-19 09:40:32.051481,Chennai,fuel,200.0,success,2026-04-19
T799,C148,V248,2026-04-17 03:13:32.051489,Bangalore,fuel,200.0,success,2026-04-17
T800,C105,V205,2026-04-12 21:25:32.051492,Chennai,toll,100.0,failed,2026-04-12
T801,C114,V214,2026-04-17 02:32:32.051495,Mumbai,fuel,100.0,failed,2026-04-17
T802,C143,V243,2026-04-15 01:37:32.051499,Bangalore,toll,500.0,success,2026-04-15
T804,C123,V223,2026-04-15 22:28:32.051506,Mumbai,fuel,100.0,success,2026-04-15
T805,C100,V200,2026-04-17 14:33:32.051510,Chennai,fuel,500.0,success,2026-04-17
T806,C122,V222,2026-04-14 13:02:32.051513,Chennai,fuel,200.0,failed,2026-04-14
T808,C105,V205,2026-04-15 06:40:32.051520,Bangalore,fuel,200.0,success,2026-04-15
T809,C143,V243,2026-04-12 15:26:32.051523,Mumbai,toll,500.0,success,2026-04-12
T810,C111,V211,2026-04-15 00:11:32.051527,Mumbai,fuel,15000.0,failed,2026-04-15
T811,C147,V247,2026-04-13 16:33:32.051531,Chennai,toll,100.0,failed,2026-04-13
T812,C123,V223,2026-04-13 09:56:32.051534,Chennai,fuel,100.0,success,2026-04-13
T813,C114,V214,2026-04-14 15:59:32.051538,Mumbai,toll,500.0,success,2026-04-14
T814,C100,V200,2026-04-15 08:56:32.051541,Mumbai,toll,100.0,success,2026-04-15
T815,C142,V242,2026-04-13 05:04:32.051544,Mumbai,toll,2500.0,success,2026-04-13
T816,C122,V222,2026-04-15 05:49:32.051548,Chennai,toll,2500.0,success,2026-04-15
T817,C127,V227,2026-04-18 22:10:32.051552,Mumbai,toll,100.0,failed,2026-04-18
T818,C100,V200,2026-04-14 00:12:32.051555,Mumbai,toll,2500.0,success,2026-04-14
T819,C124,V224,2026-04-13 09:36:32.051559,Bangalore,fuel,500.0,failed,2026-04-13
T821,C100,V200,2026-04-14 08:17:32.051565,Chennai,toll,100.0,failed,2026-04-14
T822,C114,V214,2026-04-13 08:30:32.051569,Mumbai,fuel,200.0,failed,2026-04-13
T823,C135,V235,2026-04-15 09:36:32.051572,Mumbai,toll,100.0,failed,2026-04-15
T824,C125,V225,2026-04-15 16:38:32.051576,Mumbai,toll,100.0,failed,2026-04-15
T825,C103,V203,2026-04-17 02:24:32.051579,Mumbai,toll,100.0,success,2026-04-17
T827,C134,V234,2026-04-15 13:38:32.051586,Chennai,fuel,500.0,success,2026-04-15
T828,C104,V204,2026-04-17 16:57:32.051589,Chennai,toll,100.0,failed,2026-04-17
T829,C127,V227,2026-04-18 13:24:32.051598,Chennai,fuel,15000.0,success,2026-04-18
T831,C147,V247,2026-04-15 10:27:32.051606,Chennai,toll,500.0,failed,2026-04-15
T832,C149,V249,2026-04-18 15:49:32.051609,Bangalore,toll,2500.0,success,2026-04-18
T833,C111,V211,2026-04-13 12:48:32.051613,Mumbai,toll,100.0,failed,2026-04-13
T834,C118,V218,2026-04-15 06:14:32.051616,Mumbai,fuel,100.0,success,2026-04-15
T835,C136,V236,2026-04-19 02:30:32.051619,Mumbai,fuel,100.0,failed,2026-04-19
T836,C143,V243,2026-04-18 17:40:32.051623,Bangalore,fuel,200.0,failed,2026-04-18
T837,C147,V247,2026-04-14 21:38:32.051626,Bangalore,fuel,200.0,failed,2026-04-14
T838,C102,V202,2026-04-13 07:58:32.051630,Bangalore,fuel,200.0,success,2026-04-13
T839,C139,V239,2026-04-19 02:45:32.051633,Chennai,fuel,5000.0,success,2026-04-19
T841,C105,V205,2026-04-14 02:24:32.051640,Chennai,fuel,500.0,failed,2026-04-14
T842,C148,V248,2026-04-18 19:15:32.051644,Bangalore,fuel,500.0,failed,2026-04-18
T843,C105,V205,2026-04-12 18:10:32.051648,Bangalore,fuel,200.0,failed,2026-04-12
T844,C128,V228,2026-04-17 11:27:32.051651,Bangalore,toll,2500.0,success,2026-04-17
T845,C139,V239,2026-04-13 18:05:32.051655,Chennai,fuel,500.0,failed,2026-04-13
T846,C104,V204,2026-04-19 07:55:32.051658,Chennai,toll,2500.0,failed,2026-04-19
T847,C123,V223,2026-04-14 23:09:32.051662,Bangalore,toll,100.0,success,2026-04-14
T848,C146,V246,2026-04-19 08:24:32.051665,Mumbai,toll,200.0,failed,2026-04-19
T850,C100,V200,2026-04-17 10:28:32.051672,Mumbai,toll,2500.0,failed,2026-04-17
T851,C131,V231,2026-04-18 10:14:32.051675,Chennai,fuel,200.0,failed,2026-04-18
T852,C138,V238,2026-04-16 05:02:32.051679,Chennai,toll,2500.0,failed,2026-04-16
T853,C146,V246,2026-04-19 11:11:32.051682,Mumbai,toll,500.0,failed,2026-04-19
T854,C139,V239,2026-04-16 01:11:32.051686,Bangalore,toll,5000.0,failed,2026-04-16
T855,C127,V227,2026-04-18 07:56:32.051689,Mumbai,fuel,200.0,failed,2026-04-18
T856,C106,V206,2026-04-19 12:33:32.051692,Chennai,fuel,5000.0,failed,2026-04-19
T857,C147,V247,2026-04-18 20:03:32.051696,Mumbai,fuel,500.0,success,2026-04-18
T858,C148,V248,2026-04-16 17:05:32.051699,Chennai,toll,2500.0,success,2026-04-16
T859,C129,V229,2026-04-18 09:27:32.051704,Chennai,fuel,2500.0,success,2026-04-18
T860,C149,V249,2026-04-16 18:13:32.051707,Mumbai,toll,2500.0,success,2026-04-16
T861,C112,V212,2026-04-18 14:25:32.051713,Chennai,fuel,200.0,failed,2026-04-18
T862,C114,V214,2026-04-13 16:33:32.051717,Chennai,fuel,100.0,success,2026-04-13
T863,C105,V205,2026-04-17 09:13:32.051720,Mumbai,fuel,200.0,success,2026-04-17
T864,C141,V241,2026-04-13 13:39:32.051724,Bangalore,toll,15000.0,success,2026-04-13
T865,C130,V230,2026-04-18 09:15:32.051728,Chennai,fuel,200.0,failed,2026-04-18
T866,C124,V224,2026-04-14 07:52:32.051731,Chennai,toll,100.0,failed,2026-04-14
T867,C105,V205,2026-04-15 21:55:32.051735,Mumbai,fuel,200.0,failed,2026-04-15
T868,C114,V214,2026-04-12 17:38:32.051738,Bangalore,toll,2500.0,success,2026-04-12
T869,C149,V249,2026-04-18 14:48:32.051741,Mumbai,fuel,500.0,failed,2026-04-18
T870,C133,V233,2026-04-14 13:56:32.051745,Bangalore,toll,200.0,success,2026-04-14
T872,C149,V249,2026-04-14 21:44:32.051752,Mumbai,toll,200.0,failed,2026-04-14
T873,C103,V203,2026-04-16 15:47:32.051755,Mumbai,toll,500.0,failed,2026-04-16
T875,C135,V235,2026-04-15 13:26:32.051762,Chennai,fuel,100.0,failed,2026-04-15
T876,C120,V220,2026-04-18 03:09:32.051766,Mumbai,toll,200.0,failed,2026-04-18
T877,C132,V232,2026-04-19 03:57:32.051769,Mumbai,toll,2500.0,failed,2026-04-19
T878,C148,V248,2026-04-13 14:07:32.051773,Chennai,fuel,500.0,failed,2026-04-13
T879,C128,V228,2026-04-19 08:39:32.051776,Bangalore,fuel,100.0,success,2026-04-19
T880,C118,V218,2026-04-13 19:19:32.051780,Bangalore,toll,200.0,success,2026-04-13
T881,C101,V201,2026-04-16 10:34:32.051783,Chennai,toll,5000.0,success,2026-04-16
T882,C141,V241,2026-04-14 06:39:32.051786,Mumbai,fuel,200.0,success,2026-04-14
T884,C106,V206,2026-04-17 22:28:32.051793,Chennai,toll,100.0,success,2026-04-17
T885,C121,V221,2026-04-16 06:47:32.051797,Bangalore,fuel,5000.0,success,2026-04-16
T886,C148,V248,2026-04-18 22:23:32.051800,Bangalore,fuel,200.0,success,2026-04-18
T887,C118,V218,2026-04-17 09:13:32.051804,Bangalore,toll,200.0,failed,2026-04-17
T888,C142,V242,2026-04-17 06:54:32.051807,Bangalore,fuel,2500.0,failed,2026-04-17
T889,C128,V228,2026-04-16 01:49:32.051810,Chennai,fuel,200.0,success,2026-04-16
T890,C101,V201,2026-04-17 00:54:32.051814,Bangalore,toll,15000.0,failed,2026-04-17
T892,C102,V202,2026-04-17 22:53:32.051821,Mumbai,fuel,500.0,failed,2026-04-17
T893,C105,V205,2026-04-17 14:56:32.051825,Bangalore,toll,2500.0,success,2026-04-17
T894,C105,V205,2026-04-17 21:34:32.051829,Bangalore,fuel,2500.0,failed,2026-04-17
T895,C128,V228,2026-04-12 17:47:32.051833,Bangalore,fuel,500.0,failed,2026-04-12
T896,C108,V208,2026-04-12 21:13:32.051836,Bangalore,toll,100.0,failed,2026-04-12
T897,C129,V229,2026-04-15 20:24:32.051840,Bangalore,toll,200.0,failed,2026-04-15
T898,C133,V233,2026-04-16 10:20:32.051843,Mumbai,fuel,500.0,failed,2026-04-16
T899,C131,V231,2026-04-18 19:08:32.051847,Chennai,toll,500.0,failed,2026-04-18
T900,C142,V242,2026-04-14 14:26:32.051850,Bangalore,toll,2500.0,failed,2026-04-14
T901,C144,V244,2026-04-15 18:37:32.051853,Bangalore,toll,100.0,success,2026-04-15
T902,C102,V202,2026-04-13 00:16:32.051862,Chennai,toll,2500.0,success,2026-04-13
T904,C129,V229,2026-04-18 20:04:32.051870,Chennai,fuel,2500.0,failed,2026-04-18
T905,C123,V223,2026-04-14 01:40:32.051873,Chennai,toll,2500.0,failed,2026-04-14
T906,C126,V226,2026-04-19 12:47:32.051877,Chennai,fuel,500.0,failed,2026-04-19
T907,C128,V228,2026-04-15 13:53:32.051880,Bangalore,toll,100.0,failed,2026-04-15
T908,C118,V218,2026-04-12 17:44:32.051884,Chennai,toll,200.0,failed,2026-04-12
T909,C121,V221,2026-04-17 03:39:32.051890,Chennai,toll,200.0,failed,2026-04-17
T910,C124,V224,2026-04-19 10:05:32.051895,Chennai,fuel,500.0,failed,2026-04-19
T911,C125,V225,2026-04-16 06:47:32.051901,Bangalore,toll,200.0,failed,2026-04-16
T912,C141,V241,2026-04-14 11:23:32.051906,Chennai,fuel,200.0,failed,2026-04-14
T913,C147,V247,2026-04-14 05:38:32.051912,Chennai,fuel,100.0,success,2026-04-14
T914,C123,V223,2026-04-15 06:56:32.051916,Mumbai,toll,200.0,failed,2026-04-15
T915,C113,V213,2026-04-14 11:12:32.051919,Chennai,fuel,2500.0,failed,2026-04-14
T916,C140,V240,2026-04-15 10:51:32.051923,Mumbai,toll,5000.0,success,2026-04-15
T917,C143,V243,2026-04-16 21:17:32.051926,Bangalore,toll,200.0,success,2026-04-16
T918,C112,V212,2026-04-13 11:48:32.051929,Chennai,toll,200.0,success,2026-04-13
T919,C146,V246,2026-04-13 08:20:32.051933,Mumbai,fuel,200.0,failed,2026-04-13
T920,C148,V248,2026-04-16 03:57:32.051936,Bangalore,toll,2500.0,failed,2026-04-16
T921,C145,V245,2026-04-16 02:29:32.051940,Chennai,fuel,200.0,success,2026-04-16
T922,C123,V223,2026-04-19 00:53:32.051943,Chennai,toll,200.0,success,2026-04-19
T923,C131,V231,2026-04-18 07:10:32.051947,Chennai,toll,200.0,failed,2026-04-18
T924,C132,V232,2026-04-13 04:16:32.051950,Chennai,fuel,500.0,failed,2026-04-13
T925,C105,V205,2026-04-18 04:01:32.051954,Bangalore,toll,100.0,failed,2026-04-18
T926,C105,V205,2026-04-15 23:52:32.051957,Chennai,fuel,15000.0,success,2026-04-15
T927,C128,V228,2026-04-17 09:03:32.051961,Bangalore,toll,500.0,failed,2026-04-17
T929,C122,V222,2026-04-18 23:20:32.051968,Chennai,fuel,2500.0,failed,2026-04-18
T930,C110,V210,2026-04-15 09:42:32.051971,Chennai,fuel,2500.0,success,2026-04-15
T931,C130,V230,2026-04-19 01:49:32.051974,Mumbai,fuel,200.0,success,2026-04-19
T932,C118,V218,2026-04-16 02:17:32.051978,Mumbai,toll,100.0,success,2026-04-16
T933,C148,V248,2026-04-18 04:40:32.051981,Bangalore,toll,5000.0,success,2026-04-18
T934,C136,V236,2026-04-17 10:04:32.051984,Chennai,toll,500.0,success,2026-04-17
T935,C116,V216,2026-04-13 15:19:32.051988,Mumbai,toll,2500.0,success,2026-04-13
T936,C143,V243,2026-04-14 07:47:32.051991,Bangalore,fuel,500.0,success,2026-04-14
T938,C111,V211,2026-04-13 11:00:32.051998,Chennai,toll,5000.0,failed,2026-04-13
T939,C110,V210,2026-04-14 14:52:32.052002,Chennai,toll,500.0,failed,2026-04-14
T940,C147,V247,2026-04-14 03:28:32.052005,Chennai,fuel,100.0,success,2026-04-14
T941,C120,V220,2026-04-14 06:19:32.052009,Bangalore,toll,500.0,failed,2026-04-14
T942,C108,V208,2026-04-13 03:57:32.052012,Chennai,fuel,15000.0,failed,2026-04-13
T943,C145,V245,2026-04-18 14:29:32.052016,Chennai,fuel,2500.0,success,2026-04-18
T944,C114,V214,2026-04-14 10:33:32.052019,Mumbai,fuel,2500.0,failed,2026-04-14
T945,C122,V222,2026-04-16 20:24:32.052023,Chennai,fuel,5000.0,success,2026-04-16
T946,C122,V222,2026-04-18 20:38:32.052026,Chennai,toll,200.0,success,2026-04-18
T947,C141,V241,2026-04-17 13:01:32.052030,Mumbai,toll,100.0,success,2026-04-17
T948,C119,V219,2026-04-18 17:41:32.052033,Mumbai,toll,500.0,failed,2026-04-18
T949,C108,V208,2026-04-12 15:09:32.052037,Mumbai,toll,500.0,failed,2026-04-12
T950,C118,V218,2026-04-12 20:33:32.052040,Mumbai,toll,200.0,success,2026-04-12
T951,C123,V223,2026-04-13 21:16:32.052044,Mumbai,fuel,5000.0,failed,2026-04-13
T952,C138,V238,2026-04-17 17:14:32.052047,Bangalore,fuel,100.0,success,2026-04-17
T954,C105,V205,2026-04-14 08:50:32.052054,Mumbai,fuel,5000.0,failed,2026-04-14
T955,C131,V231,2026-04-16 13:53:32.052057,Bangalore,fuel,100.0,failed,2026-04-16
T956,C129,V229,2026-04-14 00:43:32.052060,Mumbai,fuel,500.0,failed,2026-04-14
T957,C122,V222,2026-04-18 10:26:32.052064,Bangalore,toll,100.0,failed,2026-04-18
T958,C101,V201,2026-04-13 06:46:32.052067,Chennai,toll,200.0,failed,2026-04-13
T959,C106,V206,2026-04-14 21:04:32.052071,Mumbai,fuel,2500.0,success,2026-04-14
T960,C131,V231,2026-04-17 07:06:32.052074,Bangalore,toll,500.0,failed,2026-04-17
T961,C135,V235,2026-04-18 22:26:32.052078,Chennai,fuel,500.0,failed,2026-04-18
T962,C133,V233,2026-04-17 23:22:32.052081,Bangalore,fuel,500.0,success,2026-04-17
T963,C139,V239,2026-04-16 10:42:32.052085,Mumbai,fuel,5000.0,failed,2026-04-16
T964,C133,V233,2026-04-17 14:33:32.052089,Chennai,fuel,500.0,failed,2026-04-17
T965,C133,V233,2026-04-13 11:22:32.052092,Chennai,fuel,100.0,failed,2026-04-13
T966,C106,V206,2026-04-16 18:37:32.052095,Bangalore,fuel,2500.0,success,2026-04-16
T967,C129,V229,2026-04-12 17:03:32.052099,Mumbai,toll,100.0,failed,2026-04-12
T968,C109,V209,2026-04-18 23:15:32.052102,Mumbai,fuel,2500.0,success,2026-04-18
T969,C148,V248,2026-04-17 09:54:32.052105,Chennai,fuel,2500.0,failed,2026-04-17
T970,C126,V226,2026-04-12 19:09:32.052115,Mumbai,toll,500.0,success,2026-04-12
T971,C104,V204,2026-04-18 12:03:32.052118,Chennai,toll,200.0,success,2026-04-18
T972,C102,V202,2026-04-13 23:33:32.052122,Bangalore,fuel,2500.0,failed,2026-04-13
T973,C144,V244,2026-04-12 23:05:32.052130,Mumbai,fuel,500.0,failed,2026-04-12
T974,C131,V231,2026-04-13 19:28:32.052133,Mumbai,toll,200.0,failed,2026-04-13
T975,C116,V216,2026-04-16 10:05:32.052137,Bangalore,fuel,200.0,failed,2026-04-16
T977,C102,V202,2026-04-18 16:27:32.052144,Mumbai,fuel,100.0,success,2026-04-18
T978,C103,V203,2026-04-14 17:44:32.052148,Chennai,toll,5000.0,success,2026-04-14
T979,C133,V233,2026-04-14 22:56:32.052152,Chennai,toll,200.0,failed,2026-04-14
T980,C111,V211,2026-04-13 23:15:32.052155,Bangalore,fuel,200.0,failed,2026-04-13
T982,C119,V219,2026-04-13 07:19:32.052162,Bangalore,fuel,200.0,success,2026-04-13
T983,C139,V239,2026-04-13 08:19:32.052165,Chennai,fuel,200.0,success,2026-04-13
T984,C104,V204,2026-04-15 00:13:32.052169,Chennai,toll,200.0,success,2026-04-15
T985,C105,V205,2026-04-15 02:12:32.052172,Chennai,fuel,500.0,success,2026-04-15
T986,C127,V227,2026-04-14 02:24:32.052176,Chennai,fuel,200.0,failed,2026-04-14
T987,C100,V200,2026-04-14 11:37:32.052179,Bangalore,fuel,5000.0,success,2026-04-14
T988,C130,V230,2026-04-13 22:42:32.052183,Mumbai,fuel,200.0,failed,2026-04-13
T990,C141,V241,2026-04-18 06:43:32.052190,Bangalore,fuel,500.0,success,2026-04-18
T991,C118,V218,2026-04-18 10:03:32.052193,Bangalore,fuel,2500.0,success,2026-04-18
T992,C102,V202,2026-04-14 22:42:32.052197,Chennai,fuel,5000.0,failed,2026-04-14
T993,C116,V216,2026-04-13 23:02:32.052200,Mumbai,fuel,500.0,failed,2026-04-13
T994,C117,V217,2026-04-17 07:21:32.052203,Bangalore,toll,500.0,success,2026-04-17
T995,C109,V209,2026-04-17 14:06:32.052207,Chennai,toll,500.0,failed,2026-04-17
T996,C103,V203,2026-04-13 22:25:32.052211,Mumbai,toll,500.0,success,2026-04-13
T997,C102,V202,2026-04-15 08:07:32.052214,Chennai,toll,100.0,success,2026-04-15
T998,C118,V218,2026-04-15 17:06:32.052217,Chennai,fuel,200.0,success,2026-04-15
T999,C121,V221,2026-04-18 12:36:32.052221,Mumbai,toll,200.0,success,2026-04-18
